Date	Time	Abs-Peak	Ts
2021-07-07	10:20	0.381818182	161.5769914
2021-07-08	14:31	0.409207161	153.3272002
2021-07-19	11:00	0.38	274.7252747
2021-07-23	14:23	0.545931759	261.0966057
2021-07-28	12:54	0.49122807	295.5082742
2021-08-04	15:19	0.542857143	258.3979328
2021-08-09	13:40	0.885416667	286.9440459
2021-08-16	10:00	0	0
