Date	Time	Abs-Peak	Ts
2021-07-06	10:00	0.3930131	151.9064256
2021-07-07	10:00	0.373205742	128.3038235
2021-07-08	14:13	0.364444444	175.2234098
2021-07-19	11:07	0.351724138	220.2643172
2021-07-23	14:33	0.361904762	236.4066194
2021-08-04	13:53	0.630872483	277.8549597
2021-08-05	9:43	0.737588652	441.5011038
2021-08-09	13:51	0.664652568	386.1003861
2021-08-16	11:37	0.262295082	375.2345216
