Date	Time	Abs-Peak	Ts
2021-07-07	10:19	0.307692308	267.8093198
2021-07-08	13:44	0.388888889	261.7801047
2021-07-19	11:15	0.229555237	347.2222222
2021-07-23	14:43	0.212290503	273.2240437
2021-07-28	13:02	0.220248668	268.6727566
2021-08-04	15:27	0.171701113	261.6431188
2021-08-09	14:01	0.248803828	267.4511902
2021-08-16	11:56	0	260.960334
