Date	Time	Abs-Peak	Ts
2021-07-07	14:38	0.488549618	130.2083333
2021-07-07	14:46	0.488549618	177.3049645
2021-07-08	15:11	0.3878327	254.517689
2021-07-19	11:00	0	0
2021-07-21	11:41	0.282131661	348.7966516
2021-07-21	15:00	0.319508449	393.7007874
2021-07-23	10:52	0.370820669	378.7878788
2021-07-28	12:47	0.375451264	405.0222762
2021-08-04	15:01	0.381338742	371.3330858
2021-08-09	13:16	0.543478261	425.5319149
2021-08-16	10:55	0.144927536	325.9452412
