Date	Time	Abs-Peak	Ts
2021-07-08	9:47	0.434163701	264.2007926
2021-07-19	10:00	0	0
2021-07-20	16:16	0.337078652	182.1493625
2021-07-21	12:06	0.283646889	364.9635036
2021-07-23	10:44	0.335616438	380.2281369
2021-07-28	12:39	0.342629482	361.0108303
2021-08-04	14:53	0.20952381	235.4603249
2021-08-06	15:11	0.981481481	232.5581395
2021-08-09	11:32	0.683760684	335.5704698
2021-08-16	10:40	0.4	385.653683
